"","id","id_st","text","meter"
"6017","P_966","P_966_4","Дики'м зве'рем вдруг завы'ла
Безуте'шная моги'ла:
""Ве'тер, ве'тер не гуди',
Пра'ха мёртвых не буди'!""","trochee"
"6018","P_966","P_966_5","Приути'хла ве'тра си'ла,
Расступи'лася моги'ла
И выхо'дит наконе'ц
Из моги'лы той мертве'ц ...","dolnik3"
"6019","P_966","P_966_6","Бро'дит ме'сяц, хо'дят ту'чи,
Вьётся клу'бом прах лету'чий,
Сто'нет ве'тер, бор гуди'т,
Мёртвый на не'бо гляди'т ...","trochee"
"6020","P_966","P_966_7","Он руко'й окамене'лой
Подвя'ль к не'бу са'ван бе'лой,
И на му'тные глаза'
Вы'шла чёрная слеза'...","trochee"
"6021","P_966","P_966_8","Све'тит ме'сяц, бро'дят ту'чи,
Вьётся клу'бом прах лету'чий,
Сви'щет ве'тер, бор гуди'т,
Мёртвый на не'бо гляди'т!..","trochee"
"6022","P_966","P_966_9","Вот сорва'лся са'ван бе'лый
Хи'трый труп оледене'лый
Зашата'лся, застона'л
И склоня'сь на крест упа'л.","trochee"
"6023","P_966","P_966_10","Прах истле'вший в ви'де пы'ли
Разлете'лся, и завы'ли,
Наклоня'сь к сыро'й земле',
Е'ли ша'ткие во мгле.","trochee"
"6024","P_966","P_966_11","И как о'блако тума'на
Долете'в до Океа'на
Прах рассе'лся над волно'й
И покры'лся глубино'й...
","trochee"
"6025","P_967","P_967_1","Преле'стно не'бо голубо'е,
Из вод и'стканное Творцо'м.
Простра'нным, бле'щущим шатро'м
Оно' простёрто над землёю.
Все так! Но мне миле'й
Зелёный цвет поле'й.","iamb"
"6026","P_967","P_967_2","Преле'стна ро'за Кашеми'ра!
Весно'й, в безмо'лвии ноче'й,
Поёт любо'вь ей солове'й
При ти'хом веянье' зефи'ра.
Все так! Но мне миле'й
Зелёный цвет поле'й.","iamb"
"6027","P_967","P_967_3","Преле'стны бле'дно - си'ни воды'!
В криста'лле их - - и свод небе'с,
И дре'млющий в прохла'де лес,
И блеск весе'нния приро'ды.
Все так! Но мне миле'й
Зелёный цвет поле'й.","iamb"
"6028","P_967","P_967_4","Преле'стна ли'лия доли'ны!
В оде'жде бра'чныя четы',
Как кро'ткий А'нгел красоты',
Цветёт в пусты'нях Палести'ны.
Все так! Но мне миле'й
Зелёный цвет поле'й.","iamb"
"6029","P_967","P_967_5","Преле'стны жа'твы полевы'е!
При я'рких со'лнечных луча'х
Они' волну'ются в поля'х,
Как бу'дто волны' золоты'е.
Все так! Но мне миле'й
Зелёный цвет поле'й.
","iamb"
"6030","P_968","P_968_1","Ка'мень ми'лый, бирюзо'вый,
Ненагля'дный цвет оче'й!
Ах, заче'м, мой ми'лый ка'мень,
Ты безвре'менно поту'х?
Я тебя' ли не леле'ял?
Я тебя' ли не бе'рег?
Что ж по - пре'жнему не све'тишь?
Что не ра'дуешь оче'й?
Ах! я слы'шу, ах! я зна'ю,
Ми'лый ка'мень, твой отве'т:
""Ско'ро, ско'ро нас оста'вит
Незабве'нный а'нгел наш.
Свет оче'й её небе'сных
Освеща'л меня' собо'й
И дыха'нье уст преле'стных
Оживля'ло красото'й!""
Ты поме'ркни, ты поту'скни,
Ка'мень ми'лый, дорого'й!
Раско'лися, разло'мися,
Ты - - заве'тное кольцо'!
Что мне ко'льца, что мне ка'мни,
Е'сли нет со мной её?
С ней и ра'дость, с ней и сча'стье!
Без неё мне жизнь не в жизнь!
","trochee"
"6031","P_969","P_969_1","Дори'да! я спешу' в безмо'лвный мрак лесо'в;
С уедише'пием сдружа'ется любо'вь.
Весь мир как дар пусто'й лежи'т пе'редо мно'ю;
Лишь там любо'вник твой мечта'ет быть с тобо'ю,
Там, в одино'честве, кова'рную любя',
Бога'т на вы'мыслы, я сча'стлив без тебя'.
Наде'жда све'тлая и сны воображе'нья
Явля'ют се'рдцу там волше'бные ви'денья.
Со мно'ю сно'ва ты; но пы'лкая любо'вь,
Забы'в и стро'гий взгляд и звук холо'дных слов,
Любу'ясь де'вою чувстви'тельной и то'мной,
И ла'скам не'жности тогда' лишь благоскло'нной,
С ней бро'дит по тро'пам забро'шенных до'рог,
Иль укрыва'ется в пусты'нный уголо'к,
Куда' ни дровосе'к, ни луч не проника'ет,
И'ли прекра'сную в объя'тья заключа'ет
Под су'мраком немы'м мура'вчатых пеще'р.
Когда' ж у ног твои'х безу'мный суеве'р
Встреча'ет на яву' твой взор неоцене'нный,
В заме'ну сла'дких снов нахо'дит обольщённый
Тоску' всегда'шнюю, мучи'тельный обма'н,
Како'й таи'нственный, всеси'льный талисма'н,
Скажи', Дори'да, мне глаза' твои' скрыва'ют?
Они' лазу'рь небе'с и зе'млю украша'ют.
Лежи'шь ли ты в селе' на полевы'х цвета'х,
Иль в пы'шном го'роде на ше'лковых ковра'х,
Пасту'шка скро'мная, иль го'рдая Арми'да,
Ты все влады'чица, ты все, ты все — Дори'да;
А я лишь раб любви', покло'нник ве'чный твой,
Пленённый при'зраком, отве'рженный тобо'й!
","iamb"
"6032","P_97","P_97_1","Демья'н, мужи'к уж пожило'й,
С бо'льшею чёрной бородо'й,
Торгу'я мелоча'ми, —
Сели'трой, се'рой да гвоздя'ми,
Пеня'л свое'й судьбе', —
Заче'м ему' в избе',
В поско'нном армяке',
Назна'чено судьбо'ю
Жить ве'чно бедняко'м.
И вот как он тишко'м
Об ней суди'л с сами'м собо'ю:
""Зачто', поду'маешь, Пё!тра
Судьба' злоде'йка полюби'ла!
Пьет чай ; посто'м икра'
Не схо'дит со стола' ;
А ла'вку так его' наби'ла
Сукно'м
Да полотно'м,
Парча'ми
Да ра'зными веща'ми,
Что всу'нуть не'куда гвоздя' !
Живи', знай, не гля'дя....
Ну, чем же ху'же я?
Беда' моя' — нет де'нег!
Демья'н суме'л бы показа'ть ,
Что есть мужи'к что знать.""
Судьба', бо'льшей руки' шалу'нья,
Обма'нщица и лгу'нья,
Подслу'шав бедняка',
Взяла'сь уте'шить старика'.
Она' шали'ть ведь лю'бит :
Да то беда' —
Почти' всегда'
Нас, бе'дных, э'тим гу'бит!
Нау'тро лишь Демьяны'ч встал ,
Усе'рдно Бо'гу помоли'лся,
Наде'л азя'м и ша'пку взял,
Ещё перекрести'лся,
Хоте'л идти' уж торгова'ть, —
Ан, хвать,
Забы'л куша'к - то взять!
Его' Демья'н купи'л неда'вно, —
Храни'л на чердаке',
В желе'зном сундуке'.
И что ж судьба'? — Ну, пра'во, стра'нно!
Демьяну'шка пошёл в сунду'к.....
О ра'дость! там огро'мный пук
Разли'чных ассигна'ций.
Демья'н от ра'дости вскрича'л,
И ле'том побежа'л
В одну' из пе'рвых ""растера'ций"".
""Ну, по'лно пирова'ть!
Смотри', уж день света'ет. —
Дава'й - ка сно'ва торгова'ть,»
Демья'н мой рассужда'еть:
И в тот же день купи'л карти'н
На це'лый магази'н ;
И в Кя'хту потяну'лся
С обо'зом дороги'м;
Нера'з дорого'й улыбну'лся,
Си'дя на дю'жине пери'н.
Прие'хал наконе'ц; разве'сил все карти'нки,
Попа'рно в три шири'нки,
Всем на пока'з.
""Ну вот и де'нежки у нас!""
Тверди'л Демья'н, нося'сь мечто'ю
На пира'х богаче'й,
У гра'фов, у князе'й.
Прохо'дят дни свое'й чредо'ю:
Никто' к Демья'ну не бредёт;
Никто' к карти'нам не зайдёт.
""Болва'ны!
Живу'т себе' в и'збах,
Во всех угла'х,
Как тарака'ны!
Пуска'й, Демья'н !
Тепе'рь изъя'н;
Зато' копе'йку чуть не да'ром
Мы бу'дем нажива'ть
Карти'ны прочь: не на'до торгова'ть
Пусты'м това'ром.
Наку'пим мы куни'ц, бобро'в,
Сурко'в,
И всех мехо'в : ,
И е'дем...... то'лько не к свои'м ;
Махнём - ка лу'чше мы к чужи'м.
Что де'лать с Буря'том ,
С Кита'йцем, да с на'шим бра'том?
Они' Мордвы' - мо'рдвами,""
Поду'мал мой Демья'н, —
И тот же час распоряди'лся:
Купи'л кора'бль, и ве'село пусти'лся
В безбре'жный океа'н.
Вот в Кви'то вдруг яви'лся
Купе'ц с това'ром меховы'м.
И то'чно, мой Демья'н расположи'лся
С това'ром там свои'м.
Демья'н в бога'той ла'вке,
Си'дя в бобро'вой ша'пке,
Приве'том всех да'рит,
И ва'жно говори'т:
""Не ху'до запасти'сь меха'ми, —
Куни'цей иль бобра'ми :
Шути'ть не на'добно с зимо'й!
Она' ведь ско'ро наступа'ет......""
— Все так сосе'д мой дорого'й !
Да здесь зимы' - то не быва'ет, —
Прерва'л его' сосе'д :
""Как нет?
Без снегу' ле'том и зимо'ю ?
Ну вот, Демья'н.
Опя'ть изъя'н!
Беда' со мно'ю!
Нет зим, ни шуб, ни Ру'сских печ:
Ведь не'где и приле'чь !...
Махнём руко'й, и го'ре позабу'дем.
Не уныва'й; ну, по'лно горева'ть....
Тепе'рь с това'ром разъезжа'ть,
Демьяну'шка, не бу'дем,
Ни по свои'м.
Ни по чужи'м.
А лу'чше, поскоре'е
Отпра'вимся домо'й,
Да ку'пим дом с землёй,
И заживём тепле'е.
Наса'дим там, что за - мо'рем растёт ;
Тогда' не жить, а бу'дем весели'ться.
Весно'ю сад мой расцветёт,
И бу'дут разво'зится
Мои' плоды' из кра'я в край.
Демья'н !.... не уныва'й!""
Демья'н, не до'лго рассужда'я
Что де'лать, предприня'ть,
Свой план прекра'сным почита'я ,
Почёл за лу'чшее прода'ть
Тюки' с пуши'стыми меха'ми
Купцу' с Неме'цкой стороны',
За полце'иы.
""Купе'ц мой с барыша'ми!""
Шепну'л себе' Демья'н -
""Узпа'ешь, друг, изъя'н,
И, Друг, пойдёшь домо'й
С сумо'й, —
Да не одно'й, —
С сума'ми!....
Купе'ц мой с барыша'ми!""
Вот наконе'ц прошла'
Холо'дная зима'.
Дере'вья пы'шно распусти'лись;
Лу'га цвета'ми все покры'лись;
И то'лько со'лнышко взойдёт, —
Приро'да сно'ва оживи'тся,
На не'бе пти'чка запоёт,
И в тёмном ле'се шеве'лится
Под ти'хий ветеро'к
С роси'нкою листо'к.
По'ля и ни'вы пожелте'ли ;
В сада'х плоды' давно' созре'ли;
Мужи'к с жено'ю молодо'й
Ест ка'шу трудову'ю,
И пля'шет по'зднею поро'й
Под пе'сню плясову'ю, —
А мой Демья'н....Ах, жаль его'!
Тепе'рь лиши'лся он всего'.
Замо'рский сад не распусти'лся ;
Засо'х на по'чве неродно'й ;
И вновь сучо'к не оживи'лся
Ему' холо'дною весно'й.
И мой Демья'н, близ ме'ста,
Где пре'жде торгова'л ,
И ну'жды век не знал
От дней счастли'вых де'тства, —
Близ ла'вочки свое'й, —
Насме'шки от дете'й,
С терпе'ньем, бе'дный, сно'сит,
И ти'хо, ти'хо, бро'дит,
Седо'й,
С клюко'й,
С сумо'й,
И Христа' - ра'ди про'сит.","iamb"
"6033","P_97","P_97_2","Хоть жа'лко мне, а до'лжен я сказа'ть,
Когда' посмо'тришь на Ива'на, —
Ни дать ни взять
Живо'й портре'т Демья'на!
","iamb"
"6034","P_970","P_970_1","Лишь ты одна' смири'шь мои' жела'нья,
Лишь там где ты свята'я тишина'
В мое'й груди' сменя'ет глас ропта'нья
И в го'рний мир душа' увлечена'!
Лишь при тебе' дневны'е треволне'нья
На по'прище вражду'ющих страсте'й,
Стяжа'нья, спор, все по'мыслы люде'й
Мне ка'жутся досто'йными презре'нья.
Склоня'сь к уста'м, внима'я звук рече'й,
Где ле'сти нет, но где любо'вью ле'стной
Твои' слова' и ды'шат и горя'т,
У ми'лых ног влады'чицы преле'стной,
Слага'я цепь мучи'тельных утра'т,
Мгнове'нно я к блаже'нству воскреса'ю,
О'тзывный глас мину'вшего ловлю',
Смире'нный быт молве' предпочита'ю,
Горжу'сь собо'й, мечта'ю и люблю'.
Что ну'жды мне тогда' в рукоплеска'ньях
Толпы' слепо'й зову'щей из гробо'в
Бессме'ртный дух земны'х полубого'в
Чья жизнь прошла' в неве'домых страда'ньях?
Сравню' ли я беспло'дный сла'вы гром
Му'ченьями и кро'вью иску'пленный
С мечто'й любви' тобо'ю вдохнове'нной,
Обня'вшей нас таи'нственным крыло'м?
Кто был лю'бим, кто стра'стию взаи'мной
Укра'сив жизнь, на не'бо возлега'л,
Тот жа'ждет ли пото'мственных похва'л,
Це'нит ли тот торже'ственные ги'мны?
Не часто'ли пред и'долом свои'м
Вселе'нная прокля'тья забыва'ла,
И вме'сто их куми'ру воссыла'ла
Восто'ргов клик, кади'ла чи'стый дым?
Не ча'сто ли побо'рник чи'стой сла'вы,
Повер'женный стре'лами клеветы'
Жале'л о том что отда'л в суд непра'вый
Свое'й ду'ши святе'йшие мечты'?
Пуска'й же свет блиста'тельным подло'гом
Над и'стиной смеётся неземно'й:
Но я храню' бессме'ртия зало'гом
Обе'т любви', даро'ванный тобо'й!
","iamb"
"6035","P_971","P_971_1","В свяще'нный час, когда' в душе' твое'й
Рожда'ются моли'твенные зву'ки,
И к небеса'м ты воздева'ешь ру'ки
И со слезо'ю мо'лишься о ней, —","iamb"
"6036","P_971","P_971_2","В тот час, она' неви'димо с тобо'ю,
Она' не слы'шит — чу'вствует твой глас....
Её слеза' слила'сь с твое'й слезо'ю —
И Бог - Оте'ц благословля'ет вас!
","iamb"
"6037","P_972","P_972_1","
Проща'й, — Росси'и голова',
Первопресто'льная, родна'я,
Семисотле'тняя Москва' !..
Проща'й столи'ца боева'я !..
Ико'не Спа'са поклоня'сь,
Пред мра'чной, тя'гостной разлу'кой,
Я мо'жет быть в после'дний раз
Гляжу' — волну'ем та'йной му'кой —
На э'тот дре'вний, ми'лый дом
Где вы'рос я,... где стал учи'ться...
На э'тот храм — куда' с отцо'м
За Русь ходи'ли мы моли'ться,...
На ди'вный Кремль — где в ведре' благ
Я на'чал мо'лодость без пя'тен,...
Где ка'ждый па'мятен мне шагь,
И ка'ждый ка'мень мне поня'тен!...
Ах мно'го, мно'го све'тлых дум
Волну'ют ду'шу мне и ум,...
Но се'рдцу — тя'жко, гру'стно, бо'льно,...
Темни'т предчу'вствие глаза',
И в них жемчу'жится нево'льно
Печа'ли го'рькая слеза' !...","iamb"
"6038","P_972","P_972_2","
Кака'я нить воспомина'ний
Кака'я ро'скошь чудны'х дел!..
Везде' и всю'ду на'ши гра'ни!...
Везде' орёл наш пролете'л!
Но здесь — гнездо' их; здесь — расса'дник;
Здесь пе'ший бра'лся за копьё,
Здесь на коня' сади'лся вса'дник,
Когда' сам зна'мя взяв своё
Царь всей Росси'и, Царь Моско'вской,
На Ягелло'нов кли'кал рать!...
Когда' грози'л Кремлю' Жолко'вской
И Кремль ходи'л его' кара'ть!..
И вот, — он весь пе'редо мно'ю
В красе' торже'ственной свое'й,
Храни'мый стра'жей веково'ю
Свои'х собо'ров и церкве'й !...
Вот он, — киво'т Царя' и ца'рства,
Всего' вели'кого ку'пель!...
Вот — сердцеви'на Госуда'рства
И сла'вы на'шей колыбе'ль! ...
Вот Гранови'тая Пала'та
Великоле'пием объя'та,
Где ве'рный сло'ву казака'
И господи'ну Атама'ну,
Ива'н Кольцо', от Ерма'ка
Принёс письмо' Царю' Ива'ну,
И гнав побе'дный свой шело'м
Сиби'рью бил ему' чело'м!!..
Вот по'лный красото'ю ди'кой
Свет - богаты'рь Ива'н Вели'кой,
Вели'ким со'зданный умо'м!...
Вот це'лый полк Кремлёвских ба'шен,
Над ко'ими могу'ч и стра'шен
Цари'л разу'мный Годуно'в!..
Вот обели'ск семи' веко'в,
Дворе'ц Князе'й и Госуда'рей,
Где им диви'лся Олеа'рий
И их с Евро'пою сближа'л!...
Где, сфинкс мину'вших поколе'ний,
В борьбе' гражда'нственных волне'ний
Отре'пьев вла'ствовал, и — пал ...
И где пото'м судьбу' наро'да
Два ра'за во'лею судьби'н
Спасли', безу'сый воево'да,
Да борода'тый мещани'н!..","iamb"
"6039","P_972","P_972_3","
Здесь, здесь в Кремле', рек Петр Росси'и:
""Цвети' Росси'я!..."" и цветёт.
Здесь, он уме'в пости'чь стихи'и,
Опереди'л времён по'лет,
Срыл го'ры, вы'сушил боло'ты,
Почти'л нау'ки алтарём,
Установи'л полки' и фло'ты,
Стал патриа'рхом и царём,
Смири'л мяте'ж стреле'цкой ра'ти,
Судьбе' дерзну'в взгляну'ть в лицо',
И борода'ми Ру'сской зна'ти
Усе'ял Кра'сное Крыльцо'!...
Здесь Он сказа'л: ""коне'ц нево'ле!
Очелове'чься мой наро'д!
Иди', шага'й к высо'кой до'ле,...
И стань царём земли' и вод!...""","iamb"
"6040","P_972","P_972_4","
Сказа'л,... и бысть!... но мчи'тся вре'мя!...
Раздви'нул кры'лья но'вый век,
И бы'ло здесь друго'е пле'мя!...
И был друго'й здесь челове'к!...
Тот — плодоно'сный А'нгел бра'ни,
Тот — совреме'нный Фарао'н,
Тот — загоре'вший от сия'ний
Свои'х бесчи'сленных коро'н!...
Тот — сму'глый вождь, любо'вника сла'вы,
Руко'ю паны' велича'во
Миропома'занный Алки'д!...
Тот — по'лный ди'вною отва'гой,
Тот — пригвозди'вший герб свой шпа'гой
К челу' Мемфи'сских пирами'д!...
Тот — вдохнове'нный под Ма'ренгом
Огнём Туло'нских батаре'й!...
Тот — царь лета'вший по шере'нгам
С послу'шной сви'тою царе'й!...
Он был здесь сча'стьем упое'нный!...
Он проложи'л в Росси'ю путь,
И мы'слил здесь, в глаза'х вселе'нной
Попра'ть нога'ми пашу' грудь,...
Засе'ять го'род наш ковы'лью!!..
Но Бороди'нское ядро'
Об Кремль уда'рясь, ста'ло — пы'лью!...
И Бо'жьих хра'мов серебро'
Слило'сь — в мечи', в штыки' и пи'ки!...
Русь преврати'лася в бива'к,
Побе'д обы'чных вто'ря кли'ки!...
Дохну'л моро'з, взви'лся каза'к,
И о'ба вме'сте, де'ти че'сти,
Подъемля' вихрь и ятага'н,
Воздви'гли — в па'мять Ру'сской ме'сти
Тебя', Бере'зинской курга'н!...
И си'ла бы'строго уда'ра
Тесни'ть врага' по'нятый шаг!.. •
И от Кремлёвского пожа'ра
Дыми'тся Тюльери'йский Флаг ...
Ура' — Москве'!...","iamb"
"6041","P_972","P_972_5","
А я, на до'лго
В ряды' полка', — в вражде'бный край,
Спешу' отсе'ль нево'льник до'лга
И говорю' тебе': ""Проща'й!...""
Проща'й и ты земля' родна'я,
Прию'т после'дний мертвеца',
Ещё столь све'жая, — свята'я
Моги'ла дру'га и отца'!...
Проща'й!.. печа'лью умилённый,
Вчера', в Донско'м монастыре',
Пред ми'лым гробо'мь преклонённый
Я го'рько илака'дь на заре'!..
И слу'шал гру'стию уби'тый
Как соверша'лась ли'тия,—
И как мона'х, стари'к масти'тый,
Скорбя'щей ри'зою покры'тый,
Средь фи'миама, — над тобо'й
Пел: — ""Со святы'ми упоко'й!""
И до'лго я под и'гом го'ря,
Моги'льной пе'сне гро'мко вто'ря,
Тебя' безу'мно призыва'л !. .
И ду'мал слы'шать глас отра'дный,—
А ты разру'шенный и хла'дный
Из гро'ба мне не отвеча'л!...","iamb"
"6042","P_972","P_972_6","
Пошёл же! Ну, ямщи'к, валя'й!...
Неси' меня' к Неве' грани'тной,
Пото'м отту'да, в вра'жий край,
В дым битв, в вихрь жи'зни самобы'тной!..
Неси', присе'в на облучо'к,
Мой путь опа'сен и далёк!..
А я, — пока' в виду' родна'я, —
Не отведу' мои'х оче'й,
С её собо'ров и церкве'й!...
И со'нмы их благословля'я
Не переста'ну повторя'ть:
Скажи' Москва', мне суждено' ли
Уви'деть не'когда, опя'ть
Твой Кремль — наш Ру'сской Капито'лий? —
Скажи' верну'сь ли я домо'й ?..
Паду' ли вновь в твои' объя'тья!...
И'ли в после'дний раз как бра'тья
Мы обнима'емся с тобо'й?..
","iamb"
"6043","P_973","P_973_1","- - Моро'зная ночь! полно'лунная ночь!
Блеск не'ба и сне'га вокру'г! - -
""Певе'ц! простоду'шных друзе'й не моро'чь,
А юг твой, а пе'сни про юг?""
- - Мой де'мон, молчи'! ве'щих струн не поро'чь:
Мысль се'рдца, как пти'ца, вольна'.
Моро'зная ночь! полно'лунная ночь!
Как ве'село: снег и луна'!","amphibrach"
"6044","P_973","P_973_2","Любу'йся: уж дым не ложи'тся на дол,
Над кро'влей не вьётся венцо'м,
Он бел и лёгок; как Проро'ка глаго'л,
Он к не'бу восхо'дит столбо'м.
Любу'йся: вдоль у'лиц в реше'тчатый свод
Не льётся руче'й дождево'й;
Там, сло'вно сребро' до боя'рских воро'т,
Разо'стлан ковёр снегово'й.","amphibrach"
"6045","P_973","P_973_3","На во'здух, на во'здух! Из хат, из пала'т
Дете'й свои'х кли'чет моро'з.
Вот он, наш корми'лец! Как щеки' горя'т:
Весе'нних румя'нее роз!
Кака'я отва'га и у'даль в оча'х!
Льдя'ная нага'йка в руке',
И пря'нул он в са'ни, и мчи'тся в саня'х
На бу'рном гнедо'м рысаке'.","amphibrach"
"6046","P_973","P_973_4","О ро'дина! в сне'жных сугро'бах игра'й
Назло' полу'ночной судьбе'.
Без ро'скоши со'лнца, без не'ги твой край;
Наро'д твой с приро'дой в борьбе':
Но кре'пость и во'лю дару'ет борьба',
Но дух возвыша'ет она'.
Моро'зная ночь! полно'лунная ночь!
Ты сил богаты'рских полна'!
","amphibrach"
"6047","P_974","P_974_1","Под ду'бом се'верным растёт
Одна' в глуши' малю'тка - ро'за.
Как он могу'ч! как бо'дро ждет
И бурь нена'стных и моро'за!
Но ю'га тре'петный цвето'к
Пуга'ет ка'ждый ветеро'к.","iamb"
"6048","P_974","P_974_2","Родно'е со'лнце! приласка'й
Сиро'тку бе'дную лобза'ньем.
Дай полюби'ть ей ру'сский край,
Дай подыша'ть благоуха'ньем —
И ро'зу ю'га, цвет любви',
В стране' дубо'в усынови'!
","iamb"
"6049","P_975","P_975_1","Не упрежда'й годо'в; зрей ти'хо; не вреди'
Разви'тию красо'т, сокры'тых впереди'.
Уте'хи ра'нние отра'ва, а не сла'дость:
Лишь целому'дрием цветёт и бле'щет мла'дость.
О ми'лая! дозво'ль злато'й твое'й весне'
Без искуше'ния, в беспе'чной тишине'
Допра'здновать свой век. Дни сча'стья не изме'нят.
Придёт твоя' пора', и ю'ноши оце'нят
Влюблённой ду'мою все пре'лести твои':
Блеск у'тренний лани'т, густы'х кудре'й струи',
Уста' цвету'щие с двойны'м жемчу'жным ря'дом
И све'тлые глаза' с победоно'сным взгля'дом.
","iamb"
"6050","P_976","P_976_1","""Соренти'нка, голуби'ца
Помера'нцевых садо'в,
Что так при'стально ты смо'тришь
Вдаль от на'ших берего'в?","trochee"
"6051","P_976","P_976_2","Всё на мо'ре голубо'е
Да на ре'звые ладьи',
Уж не рву'тся ли на во'лю
Ду'мы пра'здные твои'?","dolnik3"
"6052","P_976","P_976_3","
Поцелу'й меня': ты зна'ешь,
Я ревну'ю иногда'...""
- - Ми'лый, я хочу' в Неа'поль;
Повези' меня' туда'.","trochee"
"6053","P_976","P_976_4","""Что в Неа'поле, мой и'дол!
Там обы'чный ску'чный свет;
Мно'го сту'ку, мно'го бле'ску,
Для любви' ж и ме'ста нет.","trochee"
"6054","P_976","P_976_5","А под ти'хой на'шей се'нью
Всё к согла'сию ма'нит.
Да'же в ли'стьях го'лос не'ги
Се'рдцу вня'тно говори'т"".","trochee"
"6055","P_976","P_976_6","- - Ми'лый, ми'лый! здесь пусты'ня,
Там же све'тлый пир люде'й;
Там заба'вы, там убо'ры,
Ве'чный пра'здник для оче'й.","trochee"
"6056","P_976","P_976_7","Там по у'лице Толедско'й
Мы вдвоём пойдём гуля'ть,
Пред наро'дом ле'нты, цепи'
Отмеча'ть и выбира'ть... - -","trochee"
"6057","P_976","P_976_8","""Соренти'нка, голуби'ца
Помера'нцевых садо'в,
Бо'льно мне твоё призна'нье.
Е'дем в го'род - - я гото'в.","trochee"
"6058","P_976","P_976_9","Но, в узо'рны ле'нты, цепи',
Как Мадо'нна, убра'на,
Знай - - под свой наве'с зелёный
Ты воро'тишься одна'.","trochee"
"6059","P_976","P_976_10","Там, где се'рдцу сча'стье сни'лось,
Не хочу' припомина'ть,
Что любо'вь и се'льской де'вы
Откупна'я благода'ть"".
","trochee"
"6060","P_977","P_977_1","За при'хоть же'нского тщесла'вья,
За ре'звый бред ду'ши младо'й,
В безу'мном гне'ве, тень бессла'вья
Набро'сил я на и'дол мой.","iamb"
"6061","P_977","P_977_2","И ду'мал: нет! мечты' послу'шной
За не'ю вслед не повлачу':
Я не хочу' любви' безду'шной,
Коры'стных благ я не хочу'.","iamb"
"6062","P_977","P_977_3","Но как же грудь моя' заби'лась,
Когда' внеза'пною грозо'й
Она', преле'стница, яви'лась
В слеза'х и в бле'ске пре'до мной!","iamb"
"6063","P_977","P_977_4","Когда' небе'сные все си'лы
Призвала', дни свои' кляня',
И застона'ла: ми'лый, ми'лый,
Уже'ль разлю'бишь ты меня'!","iamb"
"6064","P_977","P_977_5","В одно' мгнове'нье гнев и пе'ни,
Всё разлете'лося как дым - -
И вот уж вновь в зелёной се'ни,
Сплетя'сь рука'ми, мы сиди'м.","iamb"
"6065","P_977","P_977_6","Гляди'м на мо'ре, где трепе'щут
Зака'та я'ркие струи',
И на'ши взо'ры так же бле'щут
Златы'ми и'скрами любви'.
","iamb"
"6066","P_978","P_978_1","Былы'х страсте'й, былы'х жела'ний
Пересмотре'л я старину';
Всю цепь мои'х воспомина'ний
Я подобра'л звено' к звену'.","iamb"
"6067","P_978","P_978_2","Како'ю я'ркою печа'тью
Сверка'ет ка'ждое звено' !
Но чу'вство ти'хой благода'тью
Меня' прони'кло лишь одно'.","iamb"
"6068","P_978","P_978_3","Ах! то звено' поры' прекра'сной,
Поры' наде'жд и чистоты',
Поры' заду'мчивости я'сной
И целому'дренной мечты'.","dolnik3"
"6069","P_978","P_978_4","И я из цепи' разноцве'тной
Исто'ргнул ми'лое звено',
Чтоб в гру'стный час, как луч заве'тной,
Оно' свети'лось мне одно'.
","iamb"
"6070","P_979","P_979_1","Зелёный сад, фонта'н и ро'зы;
Над зе'ркалом воды' прохла'ды по'лный дом;
С наве'са вью'щиеся ло'зы;
Стена' заве'тная круго'м
(Прию'т дома'шних тайн), а в стороне' кла'дбище;
Ряд кипари'сов, минаре'т:
Вот о'черк твой, восто'чное жили'ще!
Восто'к! вот ми'лый твой приве'т!","iamb"
"6071","P_979","P_979_2","О! в э'том све'тлом заточе'нье,
Наве'рно, жизнь как сон легка'.
Поня'тно ле'ни здесь влече'нье,
Поня'тна сла'дость чубука'.
Сядь у окна', кури', - - дым вьётся, взор лику'ет,
Ряды' карти'н мелька'ют пред тобо'й,
Как бу'дто их живопису'ет
Волше'бный перст, леле'я о'тдых твой.","iamb"
"6072","P_979","P_979_3","Здесь - - ткань проли'ва голуба'я
С живы'ми, я'ркими узо'рами ладе'й;
Там пирами'ды гор; там ба'шня векова'я,
Уве'чный страж гробо'в мину'вших дней;
Пода'ле цепь дворцо'в; а да'ле у пото'ка
Толпы' наро'да, блеск оде'жд, шатры' де'рев,
И всё озарено' алма'зным днем восто'ка,
Как рай оча'ми ра'йских дев.","iamb"
"6073","P_979","P_979_4","Но вот за си'нею грома'дой Истамбу'ла
Зака'т то ро'зами, то зо'лотом гори'т;
Свой звёздный плащ ночь ти'хо разверну'ла,
Умо'лк после'дний звук моли'твы. Мо'ре спит.
Ты бли'зок, час уте'х и чу'вственности стра'стной.
О! сколь проро'ка благ зако'н!
Для мы'сли - - све'тлый мир; для не'ги - - мир прекра'сный
Гаре'ма чи'стых дев и жен.","iamb"
