"","id","COL_ID","poetry_prose","book_type","genre","special_tag","author_sign","author","author_full_name","title","city","publisher","year","pages","size_fold","size_cm","digital_copy","digital_copy_URL","group","group_abbr","group_eng","A_ID"
"178",288,"COL_179","v","sep","lyr","","","","","Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","СПб.","Греча",1839,3,"8",NA,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000687&pg_seq=1&search_doc=","Отд. стихотворения","sep_lyr","Lyric booklets",NA
"179",270,"COL_105","pr","alm","","","Кукольник Н. (изд.)","Кукольник Н. (изд.)","","Новогодник, собрание сочинений в прозе и стихах, современных русских писателей изданный Н. Кукольником","СПб.","Изд. Энц. Лексик. А. Плюшара",1839,422,"8",22,"РГБ","https://dlib.rsl.ru/01003570598","Альманахи","alm","Almanacks","A_162"
"180",300,"COL_210","pr","alm","","","","","","Одесский Альманах, на 1839 год","Одесса","В город. т.",1839,618,"16",16,"","","Альманахи","alm","Almanacks",NA
"181",301,"COL_211","pr","alm","","","","","","Одесский Альманах, на 1840 год","Одесса","В город. т.",1839,708,"16",16,"","","Альманахи","alm","Almanacks",NA
"182",299,"COL_202","pr","alm","","","","","","Опыты в Русской Словесности воспитанников Гимназии Белорусского Учебного Округа. Напечатанные по приказанию Г. Министра Народного Просвещения","Вильно","Гликсберга",1839,530,"8",21,"РГБ","https://dlib.rsl.ru/01003559963","Альманахи","alm","Almanacks",NA
"183",272,"COL_108","v","alm","","","","","","Розовый букет, составленный из лучших цветков русской поэзии: Золотой подарок для юных читателей. Ч. 1","СПб.","Сахарова",1839,112,"",8,"","","Альманахи","alm","Almanacks",NA
"184",273,"COL_108","v","alm","","","","","","Розовый букет, составленный из лучших цветков русской поэзии: Золотой подарок для юных читателей. Ч. 2","СПб.","Сахарова",1839,176,"",8,"","","Альманахи","alm","Almanacks",NA
"185",275,"COL_111","v","sep","lyr","","","","","Стихотворение Графу Льву Григорьевичу Салтыкову в день его ангела 20 февраля 1839","СПб.","Сахарова",1839,1,"",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets",NA
"186",1067,NA,"v","col","lyr","ukr","","","","Украинские баллады","Харьков","Ун. тип",1839,NA,"8",NA,"","","Сборники стихотворений","col_lyr","Lyric collections",NA
"187",327,"COL_190","v","col","lyr; nar","","Алексеев П.Ф.","Алексеев П.Ф.","Алексеев Петр Федорович","Лирические стихотворения и сказки","Дерпт","Лаакманна",1840,180,"12",17,"UT","https://dspace.ut.ee/handle/10062/1868","Сборники стихотворений","col_lyr","Lyric collections","A_121"
"188",303,"COL_124","v","col","lyr","","Анордист Н.","Анордист Н.","Анордист Н.","Альманах на 1840 год / Н. Анордиста","М.","Семена",1840,118,"16",15,"","","Сборники стихотворений","col_lyr","Lyric collections","A_109"
"189",325,"COL_188","pr","alm","","","Бобылев Н.И.","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом, издаваемый Николаем Бобылевым. Год второй. Т. 1.","СПб.","Воен. тип.",1840,334,"16",14,"ЧБ","https://books.google.cz/books?vid=NKP:3186143597-001&printsec=frontcover#v=onepage&q&f=false","Альманахи","alm","Almanacks","A_62"
"190",339,"COL_205","pr","alm","","","Владиславлев В.","Владиславлев В.А.","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1840 год. 2-й год","СПб.","Плюшара",1840,442,"8",20,"","","Альманахи","alm","Almanacks","A_65"
"191",701,NA,"v","sep","lyr","","Глинка Ф.","Глинка Ф.Н.","Глинка Федор Николаевич","Москве благотворительной : [Стихотворение]","М.","Степанова",1840,2,"",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_41"
"192",306,"COL_127","v","sep","lyr","","Данков И.И.","Данков И.И.","Данков Иван Иванович","Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","М.","Степанова",1840,24,"",20,"ЧБ","https://books.google.com/books?id=SHlpAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","Отд. стихотворения","sep_lyr","Lyric booklets","A_111"
"193",312,"COL_128","v","col","lyr","","Демидов М.А.","Демидов М.А.","Демидов Михаил Александрович","Дельные безделки: Стихотворения М. Демидова","М.","Семена",1840,121,"12",20,"ЧБ","https://books.google.com/books?id=uoLyAXdvQskC&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_66"
"194",313,"COL_129","v","col","lyr","","Долгоруков А.И.","Долгоруков А.И.","Долгоруков Александр Иванович","Мои счастливейшие минуты в жизни: Стихотворения кн. Александра Ивановича Долгорукого","М.","Степанова",1840,133,"8",22,"","","Сборники стихотворений","col_lyr","Lyric collections","A_112"
"195",330,"COL_193","v","col","lyr","songs","Криксин","Криксин","Криксин","Романсы и песни. Соч. Криксина","Киев","Ун. тип",1840,22,"",15,"","","Сборники стихотворений","col_lyr","Lyric collections","A_124"
"196",635,NA,"v","col","lyr","double","Крылов И.","Крылов И.А.","Крылов Иван Андреевич","Басни Ивана Крылова : В 8 кн. 40-я тысяча. ","СПб.","Плюшара",1840,300,"",23,"РГБ","https://dlib.rsl.ru/01010284953","Сборники стихотворений","col_lyr","Lyric collections","A_218"
"197",315,"COL_131","v","col","lyr","","Лермонтов М.Ю.","Лермонтов М.Ю.","Лермонтов Михаил Юрьевич","Стихотворения М. Лермонтова","СПб.","Глазунова и Ко",1840,168,"12",19,"ЧБ","https://books.google.com/books?id=nW1pAAAAcAAJ&printsec=frontcover&source=gbs_ViewAPI","Сборники стихотворений","col_lyr","Lyric collections","A_114"
"198",865,NA,"v","sep","lyr","","Лисенецкий С.Ф.","Лисенецкий С.Ф.","Лисенецкий Симеон Феофил","Венец благодарной милости днем 8 ноября 1840 года яко … тезоименитства его превосходительства … Михаила Левицкого, митрополита галицкого … Феофилом Лисенецким","Ведень","Мехитаристöв",1840,6,"",26,"BN","https://polona.pl/item/venec-blagodarnoj-milosti-dnem-8-noembria-1840-goda-ako-vo-svetlotorzestvennyj-prazdnik,MTI1MTQ4Mzky/2/#info:metadata ","Отд. стихотворения","sep_lyr","Lyric booklets","A_293"
"199",352,"COL_233","pr","alm","","","Максимович М.","Максимович М.","Максимович Михаил Александрович","Киевлянин на 1840 год. Книга I. Изд. Михаил Максимович","Киев","Ун. тип",1840,256,"8",21,"ЧБ","https://books.google.com/books?id=DzY_BXXMInEC&printsec=frontcover&source=gbs_ViewAPI","Альманахи","alm","Almanacks","A_104"
"200",331,"COL_194","v","sep","lyr","","Маслеников-Какуев","Маслеников-Какуев А.","Маслеников-Какуев Александр","Его превосходительству господину тайному советнику, сенатору, почетному опекуну, обер-директору московского коммерческого училища и кавалеру Михаилу Александровичу Салтыкову в день его тезоименитства 8 ноября 1840 года : [Стихотворение]","М.","Селивановского",1840,1,"",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_125"
"201",316,"COL_132","v","col","lyr","","Н.Н.","Некрасов Н.А.","Некрасов Николай Алексеевич","Мечты и звуки. Стихотворения Н.Н.","СПб.","Алипанова",1840,103,"8",24,"РГБ","https://dlib.rsl.ru/01006581005","Сборники стихотворений","col_lyr","Lyric collections","A_115"
"202",335,"COL_198","v","sep","lyr","","Ободовский П.","Ободовский П.Г.","Ободовский Платон Григорьевич","Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","СПб.","Глазунова и Ко",1840,21,"",20,"ЧБ","https://books.google.com/books?id=R4dvpCRljCgC&printsec=frontcover&source=gbs_ViewAPI","Отд. стихотворения","sep_lyr","Lyric booklets","A_127"
"203",703,NA,"v","sep","lyr","","","Оранский Н.Д.","Оранский, Николай Диомидович","Путешествие в Троицкую Сергиеву лавру : [Стихи]","М.","Ун. тип",1840,16,"",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_296"
"204",334,"COL_197","v","sep","lyr","","Орлов А.","Орлов А.А.","Орлов Александр Анфимович","С радостными чувствами благоговения, жданный 1840 год. Соч. [в стихах] Александра Орлова","М.","Селивановского",1840,9,"8",22,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_59"
"205",353,"COL_236","v","sep","lyr","","Орлов А.А.","Орлов А.А.","Орлов Александр Анфимович","Торжественное заложение храма по имя Христа Спасителя","М.","Кирилова",1840,32,"",13,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_59"
"206",318,"COL_133","v","col","lyr","","Папкевич А.","Папкевич А.","Папкевич Александр","Стихотворения Александра Папкевича","СПб.","3 Деп. М-ва гос. имуществ",1840,80,"12",20,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000995","Сборники стихотворений","col_lyr","Lyric collections","A_116"
"207",702,NA,"v","sep","lyr","","","Полонский Я.П.","Полонский Яков Петрович","Татарка : [Стихотворение] : (Посв. Ф. Байкову)","","",1840,3,"",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_259"
"208",332,"COL_195","v","sep","lyr","","Рыбников А.","Рыбников А.Н.","Рыбников Александр Николаевич","Его высокородию господину директору Московской практической коммерческой академии и Общества любителей коммерческих знаний, президенту евангелическо-лютеранской консистории, статскому советнику и разных орденов кавалеру, Андрею Ивановичу Шредеру : [Стихотворение]","М.","Семена",1840,1,"2",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets","A_126"
"209",328,"COL_191","v","col","lyr","","Саблин Е.И.","Саблин Е.И.","Саблин Евгений","Полевой цветок: Стихотворения Евгения Саблина","Ярославль","Губ. правления",1840,16,"8",23,"","","Сборники стихотворений","col_lyr","Lyric collections","A_122"
"210",1292,NA,"v","sep","lyr","","Сиянов","Сиянов П.Г.","Сиянов Петр Гаврилович","Ек... Ив... Б.л.г.в.кой : Стихотворение","СПб.","Штаба отд. корп. внутр. стражи",1840,4,"",NA,"РНБ","https://vivaldi.nlr.ru/bx000028079/view/#page=","Отд. стихотворения","sep_lyr","Lyric booklets","A_298"
"211",319,"COL_134","v","col","lyr","","Слепушкин Ф.","Слепушкин Ф.Н.","Слепушкин Федор Никифорович","Новые досуги Федора Слепушкина","СПб.","Акад. наук",1840,109,"8",24,"","","Сборники стихотворений","col_lyr","Lyric collections","A_117"
"212",320,"COL_135","v","col","lyr","","А. Ф.","Фет А.А.","Фет Афанасий Афанасьевич","Лирический пантеон. А.Ф.","М.","Селивановского",1840,109,"",21,"","","Сборники стихотворений","col_lyr","Lyric collections","A_118"
"213",321,"COL_136","v","col","lyr","","Филимонов П.С.","Филимонов П.С.","Филимонов П.С.","Опыты П.С. Филимонова","М.","Ун. тип",1840,30,"8",23,"","","Сборники стихотворений","col_lyr","Lyric collections","A_119"
"214",322,"COL_137","v","alm","","","Эртель В.А.","Эртель В.А.","Эртель Василий Андреевич","Цветник русской литературы, содержащий в себе избранные образцы из русских классиков, расположенные в систематическом порядке","СПб.","Шмицдорф",1840,400,"",23,"","drive/natasha","Альманахи","alm","Almanacks","A_120"
"215",333,NA,"v","sep","lyr","","","","","Господам членам Немецкого клуба на 1840 год : [Стихотворение]","М.","Степанова",1840,4,"8",NA,"","","Отд. стихотворения","sep_lyr","Lyric booklets",NA
"216",901,NA,"v","sep","lyr","","","","","Застольная песня","","",1840,1,"",NA,"нб_спбгу","http://old.library.spbu.ru/dcol/jsp/RcWebImageViewer.jsp?doc_id=ad3db2a1-c807-461d-a5a8-c6905de40f77/libspbgu/00000001/00000806&pg_seq=1&search_doc=","Отд. стихотворения","sep_lyr","Lyric booklets",NA
"217",326,NA,"v","col","lyr","","","","","Стихотворения Н.И.","М.","Степанова",1840,71,"",22,"","","Сборники стихотворений","col_lyr","Lyric collections",NA
"218",324,"COL_187","v","col","lyr","","","","","Три песни патриота","СПб.","3 Деп. М-ва гос. имуществ",1840,24,"12",21,"РГБ","https://dlib.rsl.ru/01003560269","Сборники стихотворений","col_lyr","Lyric collections",NA
